date_time_bucket, passenger_count
2009-02-01_00-00,31498
2009-02-01_00-30,29959
2009-02-01_01-00,28679
2009-02-01_01-30,25591
2009-02-01_02-00,24396
2009-02-01_02-30,21688
2009-02-01_03-00,18466
2009-02-01_03-30,16277
2009-02-01_04-00,14619
2009-02-01_04-30,8032
2009-02-01_05-00,4881
2009-02-01_05-30,3543
2009-02-01_06-00,2777
2009-02-01_06-30,3101
2009-02-01_07-00,3360
2009-02-01_07-30,4372
2009-02-01_08-00,5476
2009-02-01_08-30,7298
2009-02-01_09-00,7698
2009-02-01_09-30,10544
2009-02-01_10-00,11680
2009-02-01_10-30,15099
2009-02-01_11-00,15081
2009-02-01_11-30,16439
2009-02-01_12-00,17254
2009-02-01_12-30,18492
2009-02-01_13-00,18139
2009-02-01_13-30,17708
2009-02-01_14-00,18160
2009-02-01_14-30,18492
2009-02-01_15-00,18122
2009-02-01_15-30,18948
2009-02-01_16-00,18589
2009-02-01_16-30,19978
2009-02-01_17-00,21997
2009-02-01_17-30,25002
2009-02-01_18-00,24660
2009-02-01_18-30,19706
2009-02-01_19-00,15220
2009-02-01_19-30,13302
2009-02-01_20-00,14290
2009-02-01_20-30,14035
2009-02-01_21-00,14446
2009-02-01_21-30,10972
2009-02-01_22-00,20737
2009-02-01_22-30,24242
2009-02-01_23-00,16087
2009-02-01_23-30,13445
2009-02-02_00-00,9616
2009-02-02_00-30,7291
2009-02-02_01-00,5271
2009-02-02_01-30,4005
2009-02-02_02-00,3158
2009-02-02_02-30,2562
2009-02-02_03-00,2051
2009-02-02_03-30,1863
2009-02-02_04-00,2115
2009-02-02_04-30,1783
2009-02-02_05-00,2059
2009-02-02_05-30,3584
2009-02-02_06-00,6139
2009-02-02_06-30,10355
2009-02-02_07-00,13413
2009-02-02_07-30,18052
2009-02-02_08-00,19896
2009-02-02_08-30,20943
2009-02-02_09-00,18855
2009-02-02_09-30,17200
2009-02-02_10-00,14792
2009-02-02_10-30,14674
2009-02-02_11-00,13364
2009-02-02_11-30,14497
2009-02-02_12-00,15048
2009-02-02_12-30,14692
2009-02-02_13-00,13736
2009-02-02_13-30,15151
2009-02-02_14-00,15249
2009-02-02_14-30,17359
2009-02-02_15-00,17718
2009-02-02_15-30,16932
2009-02-02_16-00,16217
2009-02-02_16-30,16271
2009-02-02_17-00,18063
2009-02-02_17-30,20693
2009-02-02_18-00,22937
2009-02-02_18-30,24054
2009-02-02_19-00,23338
2009-02-02_19-30,21891
2009-02-02_20-00,20419
2009-02-02_20-30,18783
2009-02-02_21-00,18417
2009-02-02_21-30,17606
2009-02-02_22-00,17695
2009-02-02_22-30,14003
2009-02-02_23-00,11905
2009-02-02_23-30,9336
2009-02-03_00-00,8250
2009-02-03_00-30,5993
2009-02-03_01-00,4712
2009-02-03_01-30,3571
2009-02-03_02-00,2907
2009-02-03_02-30,2129
2009-02-03_03-00,1948
2009-02-03_03-30,1605
2009-02-03_04-00,1861
2009-02-03_04-30,1557
2009-02-03_05-00,1983
2009-02-03_05-30,3438
2009-02-03_06-00,5959
2009-02-03_06-30,10964
2009-02-03_07-00,14494
2009-02-03_07-30,19655
2009-02-03_08-00,22161
2009-02-03_08-30,23283
2009-02-03_09-00,21669
2009-02-03_09-30,20442
2009-02-03_10-00,17826
2009-02-03_10-30,17679
2009-02-03_11-00,16809
2009-02-03_11-30,17960
2009-02-03_12-00,18706
2009-02-03_12-30,17851
2009-02-03_13-00,16961
2009-02-03_13-30,18606
2009-02-03_14-00,18780
2009-02-03_14-30,19888
2009-02-03_15-00,20884
2009-02-03_15-30,18520
2009-02-03_16-00,17337
2009-02-03_16-30,17428
2009-02-03_17-00,19801
2009-02-03_17-30,23057
2009-02-03_18-00,25251
2009-02-03_18-30,25364
2009-02-03_19-00,25276
2009-02-03_19-30,23681
2009-02-03_20-00,23164
2009-02-03_20-30,22359
2009-02-03_21-00,21565
2009-02-03_21-30,21971
2009-02-03_22-00,20996
2009-02-03_22-30,17493
2009-02-03_23-00,15305
2009-02-03_23-30,13111
2009-02-04_00-00,10562
2009-02-04_00-30,7694
2009-02-04_01-00,6092
2009-02-04_01-30,4513
2009-02-04_02-00,3677
2009-02-04_02-30,2798
2009-02-04_03-00,2217
2009-02-04_03-30,1883
2009-02-04_04-00,2028
2009-02-04_04-30,1732
2009-02-04_05-00,1940
2009-02-04_05-30,3759
2009-02-04_06-00,6120
2009-02-04_06-30,11175
2009-02-04_07-00,14956
2009-02-04_07-30,20440
2009-02-04_08-00,23254
2009-02-04_08-30,23732
2009-02-04_09-00,21845
2009-02-04_09-30,20142
2009-02-04_10-00,6732
2009-02-04_10-30,6743
2009-02-04_11-00,6287
2009-02-04_11-30,6917
2009-02-04_12-00,7187
2009-02-04_12-30,7036
2009-02-04_13-00,6728
2009-02-04_13-30,7088
2009-02-04_14-00,7101
2009-02-04_14-30,7655
2009-02-04_15-00,8143
2009-02-04_15-30,7502
2009-02-04_16-00,6735
2009-02-04_16-30,6744
2009-02-04_17-00,7534
2009-02-04_17-30,9173
2009-02-04_18-00,10111
2009-02-04_18-30,10663
2009-02-04_19-00,10796
2009-02-04_19-30,10804
2009-02-04_20-00,13714
2009-02-04_20-30,25249
2009-02-04_21-00,25279
2009-02-04_21-30,24869
2009-02-04_22-00,25631
2009-02-04_22-30,22775
2009-02-04_23-00,19565
2009-02-04_23-30,15318
2009-02-05_00-00,13104
2009-02-05_00-30,9480
2009-02-05_01-00,7422
2009-02-05_01-30,5756
2009-02-05_02-00,4515
2009-02-05_02-30,3286
2009-02-05_03-00,3047
2009-02-05_03-30,2524
2009-02-05_04-00,2585
2009-02-05_04-30,1963
2009-02-05_05-00,2180
2009-02-05_05-30,3784
2009-02-05_06-00,6078
2009-02-05_06-30,11646
2009-02-05_07-00,15541
2009-02-05_07-30,21272
2009-02-05_08-00,23546
2009-02-05_08-30,24760
2009-02-05_09-00,22724
2009-02-05_09-30,22012
2009-02-05_10-00,19507
2009-02-05_10-30,19879
2009-02-05_11-00,17749
2009-02-05_11-30,19791
2009-02-05_12-00,20648
2009-02-05_12-30,19938
2009-02-05_13-00,18159
2009-02-05_13-30,20178
2009-02-05_14-00,20538
2009-02-05_14-30,22211
2009-02-05_15-00,23420
2009-02-05_15-30,21699
2009-02-05_16-00,19980
2009-02-05_16-30,19071
2009-02-05_17-00,21947
2009-02-05_17-30,25226
2009-02-05_18-00,28049
2009-02-05_18-30,29617
2009-02-05_19-00,30433
2009-02-05_19-30,30721
2009-02-05_20-00,29292
2009-02-05_20-30,28786
2009-02-05_21-00,28686
2009-02-05_21-30,28348
2009-02-05_22-00,28041
2009-02-05_22-30,26800
2009-02-05_23-00,26093
2009-02-05_23-30,21024
2009-02-06_00-00,17871
2009-02-06_00-30,14254
2009-02-06_01-00,11450
2009-02-06_01-30,8810
2009-02-06_02-00,7449
2009-02-06_02-30,5814
2009-02-06_03-00,5111
2009-02-06_03-30,3922
2009-02-06_04-00,3761
2009-02-06_04-30,2602
2009-02-06_05-00,2535
2009-02-06_05-30,3766
2009-02-06_06-00,6396
2009-02-06_06-30,10825
2009-02-06_07-00,14157
2009-02-06_07-30,20353
2009-02-06_08-00,23069
2009-02-06_08-30,23734
2009-02-06_09-00,22007
2009-02-06_09-30,20709
2009-02-06_10-00,18317
2009-02-06_10-30,18886
2009-02-06_11-00,17607
2009-02-06_11-30,19555
2009-02-06_12-00,21105
2009-02-06_12-30,20469
2009-02-06_13-00,19622
2009-02-06_13-30,21012
2009-02-06_14-00,20890
2009-02-06_14-30,21774
2009-02-06_15-00,22130
2009-02-06_15-30,20594
2009-02-06_16-00,18961
2009-02-06_16-30,18567
2009-02-06_17-00,21658
2009-02-06_17-30,24479
2009-02-06_18-00,27673
2009-02-06_18-30,28880
2009-02-06_19-00,31823
2009-02-06_19-30,32416
2009-02-06_20-00,29883
2009-02-06_20-30,28428
2009-02-06_21-00,29085
2009-02-06_21-30,29103
2009-02-06_22-00,29907
2009-02-06_22-30,30461
2009-02-06_23-00,30536
2009-02-06_23-30,30620
2009-02-07_00-00,29909
2009-02-07_00-30,27007
2009-02-07_01-00,25209
2009-02-07_01-30,22313
2009-02-07_02-00,20805
2009-02-07_02-30,17484
2009-02-07_03-00,15472
2009-02-07_03-30,13443
2009-02-07_04-00,11689
2009-02-07_04-30,6689
2009-02-07_05-00,4284
2009-02-07_05-30,3751
2009-02-07_06-00,3137
2009-02-07_06-30,3935
2009-02-07_07-00,4307
2009-02-07_07-30,5885
2009-02-07_08-00,6650
2009-02-07_08-30,10275
2009-02-07_09-00,11148
2009-02-07_09-30,15839
2009-02-07_10-00,16053
2009-02-07_10-30,16946
2009-02-07_11-00,16959
2009-02-07_11-30,19266
2009-02-07_12-00,20198
2009-02-07_12-30,21034
2009-02-07_13-00,21266
2009-02-07_13-30,20973
2009-02-07_14-00,19435
2009-02-07_14-30,20152
2009-02-07_15-00,20695
2009-02-07_15-30,21358
2009-02-07_16-00,20498
2009-02-07_16-30,19826
2009-02-07_17-00,21091
2009-02-07_17-30,24123
2009-02-07_18-00,26048
2009-02-07_18-30,28179
2009-02-07_19-00,30785
2009-02-07_19-30,30915
2009-02-07_20-00,27987
2009-02-07_20-30,25202
2009-02-07_21-00,24712
2009-02-07_21-30,26036
2009-02-07_22-00,29030
2009-02-07_22-30,30738
2009-02-07_23-00,32406
2009-02-07_23-30,32376
2009-02-08_00-00,31839
2009-02-08_00-30,29743
2009-02-08_01-00,28314
2009-02-08_01-30,24852
2009-02-08_02-00,23707
2009-02-08_02-30,21442
2009-02-08_03-00,18804
2009-02-08_03-30,16238
2009-02-08_04-00,14245
2009-02-08_04-30,8366
2009-02-08_05-00,5379
2009-02-08_05-30,3831
2009-02-08_06-00,3401
2009-02-08_06-30,3556
2009-02-08_07-00,3404
2009-02-08_07-30,4123
2009-02-08_08-00,4713
2009-02-08_08-30,6460
2009-02-08_09-00,7860
2009-02-08_09-30,11329
2009-02-08_10-00,12320
2009-02-08_10-30,15305
2009-02-08_11-00,16646
2009-02-08_11-30,18391
2009-02-08_12-00,18706
2009-02-08_12-30,19581
2009-02-08_13-00,20027
2009-02-08_13-30,19567
2009-02-08_14-00,19565
2009-02-08_14-30,20523
2009-02-08_15-00,19520
2009-02-08_15-30,20936
2009-02-08_16-00,20584
2009-02-08_16-30,19503
2009-02-08_17-00,19808
2009-02-08_17-30,20975
2009-02-08_18-00,21813
2009-02-08_18-30,20994
2009-02-08_19-00,19666
2009-02-08_19-30,18270
2009-02-08_20-00,16194
2009-02-08_20-30,15474
2009-02-08_21-00,15107
2009-02-08_21-30,15285
2009-02-08_22-00,13679
2009-02-08_22-30,12280
2009-02-08_23-00,10278
2009-02-08_23-30,9394
2009-02-09_00-00,7310
2009-02-09_00-30,5601
2009-02-09_01-00,4379
2009-02-09_01-30,3543
2009-02-09_02-00,3011
2009-02-09_02-30,2283
2009-02-09_03-00,1848
2009-02-09_03-30,1774
2009-02-09_04-00,1978
2009-02-09_04-30,1764
2009-02-09_05-00,2025
2009-02-09_05-30,3669
2009-02-09_06-00,6058
2009-02-09_06-30,10789
2009-02-09_07-00,13754
2009-02-09_07-30,18798
2009-02-09_08-00,20174
2009-02-09_08-30,20861
2009-02-09_09-00,19420
2009-02-09_09-30,17995
2009-02-09_10-00,15172
2009-02-09_10-30,15326
2009-02-09_11-00,14013
2009-02-09_11-30,14929
