date_time_bucket, passenger_count
2016-06-01_00-00,7601
2016-06-01_00-30,5867
2016-06-01_01-00,4712
2016-06-01_01-30,3484
2016-06-01_02-00,2822
2016-06-01_02-30,2198
2016-06-01_03-00,2062
2016-06-01_03-30,1707
2016-06-01_04-00,1971
2016-06-01_04-30,1627
2016-06-01_05-00,1903
2016-06-01_05-30,3980
2016-06-01_06-00,6109
2016-06-01_06-30,10569
2016-06-01_07-00,12676
2016-06-01_07-30,16393
2016-06-01_08-00,16871
2016-06-01_08-30,17042
2016-06-01_09-00,15774
2016-06-01_09-30,14972
2016-06-01_10-00,14069
2016-06-01_10-30,14391
2016-06-01_11-00,13609
2016-06-01_11-30,14688
2016-06-01_12-00,15250
2016-06-01_12-30,14712
2016-06-01_13-00,14512
2016-06-01_13-30,15068
2016-06-01_14-00,15465
2016-06-01_14-30,16263
2016-06-01_15-00,15834
2016-06-01_15-30,14365
2016-06-01_16-00,13160
2016-06-01_16-30,11884
2016-06-01_17-00,13936
2016-06-01_17-30,16572
2016-06-01_18-00,17961
2016-06-01_18-30,18956
2016-06-01_19-00,19232
2016-06-01_19-30,18999
2016-06-01_20-00,18953
2016-06-01_20-30,19066
2016-06-01_21-00,20334
2016-06-01_21-30,19944
2016-06-01_22-00,19274
2016-06-01_22-30,18041
2016-06-01_23-00,16362
2016-06-01_23-30,13209
2016-06-02_00-00,10764
2016-06-02_00-30,7957
2016-06-02_01-00,6711
2016-06-02_01-30,4867
2016-06-02_02-00,3747
2016-06-02_02-30,2876
2016-06-02_03-00,2390
2016-06-02_03-30,1912
2016-06-02_04-00,2159
2016-06-02_04-30,1828
2016-06-02_05-00,2200
2016-06-02_05-30,3958
2016-06-02_06-00,5907
2016-06-02_06-30,10237
2016-06-02_07-00,13000
2016-06-02_07-30,16836
2016-06-02_08-00,17370
2016-06-02_08-30,17277
2016-06-02_09-00,16129
2016-06-02_09-30,15464
2016-06-02_10-00,14147
2016-06-02_10-30,14595
2016-06-02_11-00,14378
2016-06-02_11-30,15449
2016-06-02_12-00,15344
2016-06-02_12-30,15217
2016-06-02_13-00,15122
2016-06-02_13-30,15015
2016-06-02_14-00,15850
2016-06-02_14-30,16750
2016-06-02_15-00,16128
2016-06-02_15-30,14509
2016-06-02_16-00,13484
2016-06-02_16-30,12352
2016-06-02_17-00,14451
2016-06-02_17-30,16762
2016-06-02_18-00,18438
2016-06-02_18-30,20079
2016-06-02_19-00,20593
2016-06-02_19-30,21088
2016-06-02_20-00,20656
2016-06-02_20-30,21030
2016-06-02_21-00,21531
2016-06-02_21-30,21474
2016-06-02_22-00,21005
2016-06-02_22-30,19449
2016-06-02_23-00,18138
2016-06-02_23-30,17934
2016-06-03_00-00,14833
2016-06-03_00-30,11289
2016-06-03_01-00,9068
2016-06-03_01-30,7215
2016-06-03_02-00,5761
2016-06-03_02-30,4913
2016-06-03_03-00,3892
2016-06-03_03-30,3050
2016-06-03_04-00,3055
2016-06-03_04-30,2621
2016-06-03_05-00,2613
2016-06-03_05-30,3990
2016-06-03_06-00,5910
2016-06-03_06-30,10132
2016-06-03_07-00,13675
2016-06-03_07-30,17531
2016-06-03_08-00,19149
2016-06-03_08-30,18408
2016-06-03_09-00,16858
2016-06-03_09-30,15698
2016-06-03_10-00,14438
2016-06-03_10-30,14557
2016-06-03_11-00,14028
2016-06-03_11-30,14912
2016-06-03_12-00,15378
2016-06-03_12-30,14867
2016-06-03_13-00,14746
2016-06-03_13-30,15455
2016-06-03_14-00,16100
2016-06-03_14-30,17036
2016-06-03_15-00,16062
2016-06-03_15-30,13860
2016-06-03_16-00,13292
2016-06-03_16-30,12337
2016-06-03_17-00,14748
2016-06-03_17-30,17349
2016-06-03_18-00,18989
2016-06-03_18-30,20277
2016-06-03_19-00,20902
2016-06-03_19-30,20265
2016-06-03_20-00,18364
2016-06-03_20-30,17673
2016-06-03_21-00,18117
2016-06-03_21-30,18528
2016-06-03_22-00,19183
2016-06-03_22-30,20051
2016-06-03_23-00,20382
2016-06-03_23-30,21335
2016-06-04_00-00,20527
2016-06-04_00-30,18082
2016-06-04_01-00,16625
2016-06-04_01-30,15373
2016-06-04_02-00,14269
2016-06-04_02-30,11953
2016-06-04_03-00,10450
2016-06-04_03-30,9030
2016-06-04_04-00,7568
2016-06-04_04-30,4544
2016-06-04_05-00,3177
2016-06-04_05-30,2919
2016-06-04_06-00,3026
2016-06-04_06-30,4248
2016-06-04_07-00,5851
2016-06-04_07-30,7819
2016-06-04_08-00,7777
2016-06-04_08-30,9948
2016-06-04_09-00,11143
2016-06-04_09-30,14196
2016-06-04_10-00,14393
2016-06-04_10-30,16437
2016-06-04_11-00,16210
2016-06-04_11-30,17845
2016-06-04_12-00,17480
2016-06-04_12-30,18665
2016-06-04_13-00,19374
2016-06-04_13-30,19320
2016-06-04_14-00,19087
2016-06-04_14-30,18474
2016-06-04_15-00,18116
2016-06-04_15-30,17302
2016-06-04_16-00,16064
2016-06-04_16-30,15280
2016-06-04_17-00,16486
2016-06-04_17-30,18298
2016-06-04_18-00,18804
2016-06-04_18-30,23013
2016-06-04_19-00,25128
2016-06-04_19-30,23619
2016-06-04_20-00,21578
2016-06-04_20-30,17635
2016-06-04_21-00,17144
2016-06-04_21-30,17932
2016-06-04_22-00,18974
2016-06-04_22-30,20841
2016-06-04_23-00,20703
2016-06-04_23-30,21389
2016-06-05_00-00,20871
2016-06-05_00-30,18785
2016-06-05_01-00,17665
2016-06-05_01-30,16822
2016-06-05_02-00,15851
2016-06-05_02-30,13669
2016-06-05_03-00,11676
2016-06-05_03-30,10196
2016-06-05_04-00,8978
2016-06-05_04-30,5326
2016-06-05_05-00,3475
2016-06-05_05-30,2646
2016-06-05_06-00,2606
2016-06-05_06-30,3348
2016-06-05_07-00,3926
2016-06-05_07-30,4971
2016-06-05_08-00,5395
2016-06-05_08-30,8167
2016-06-05_09-00,8239
2016-06-05_09-30,11179
2016-06-05_10-00,12173
2016-06-05_10-30,14657
2016-06-05_11-00,19635
2016-06-05_11-30,19979
2016-06-05_12-00,15664
2016-06-05_12-30,16277
2016-06-05_13-00,15323
2016-06-05_13-30,15301
2016-06-05_14-00,14953
2016-06-05_14-30,14544
2016-06-05_15-00,14746
2016-06-05_15-30,14602
2016-06-05_16-00,14535
2016-06-05_16-30,14771
2016-06-05_17-00,15436
2016-06-05_17-30,16181
2016-06-05_18-00,16801
2016-06-05_18-30,21945
2016-06-05_19-00,17772
2016-06-05_19-30,16199
2016-06-05_20-00,11982
2016-06-05_20-30,11991
2016-06-05_21-00,11672
2016-06-05_21-30,11540
2016-06-05_22-00,11384
2016-06-05_22-30,11298
2016-06-05_23-00,9673
2016-06-05_23-30,7948
2016-06-06_00-00,7127
2016-06-06_00-30,6492
2016-06-06_01-00,5136
2016-06-06_01-30,3841
2016-06-06_02-00,3185
2016-06-06_02-30,2783
2016-06-06_03-00,2036
2016-06-06_03-30,1918
2016-06-06_04-00,1970
2016-06-06_04-30,2256
2016-06-06_05-00,2344
2016-06-06_05-30,4118
2016-06-06_06-00,5884
2016-06-06_06-30,9731
2016-06-06_07-00,11895
2016-06-06_07-30,14999
2016-06-06_08-00,15222
2016-06-06_08-30,15300
2016-06-06_09-00,15410
2016-06-06_09-30,14368
2016-06-06_10-00,13618
2016-06-06_10-30,13666
2016-06-06_11-00,13427
2016-06-06_11-30,13680
2016-06-06_12-00,13789
2016-06-06_12-30,13891
2016-06-06_13-00,13691
2016-06-06_13-30,14799
2016-06-06_14-00,14989
2016-06-06_14-30,15635
2016-06-06_15-00,16166
2016-06-06_15-30,15041
2016-06-06_16-00,14232
2016-06-06_16-30,14399
2016-06-06_17-00,15526
2016-06-06_17-30,17966
2016-06-06_18-00,19462
2016-06-06_18-30,20352
2016-06-06_19-00,19369
2016-06-06_19-30,17873
2016-06-06_20-00,16858
2016-06-06_20-30,16322
2016-06-06_21-00,18071
2016-06-06_21-30,17990
2016-06-06_22-00,16991
2016-06-06_22-30,15235
2016-06-06_23-00,12806
2016-06-06_23-30,10373
2016-06-07_00-00,8847
2016-06-07_00-30,6217
2016-06-07_01-00,4938
2016-06-07_01-30,3613
2016-06-07_02-00,2964
2016-06-07_02-30,2180
2016-06-07_03-00,1774
2016-06-07_03-30,1620
2016-06-07_04-00,1658
2016-06-07_04-30,1549
2016-06-07_05-00,2171
2016-06-07_05-30,3762
2016-06-07_06-00,5657
2016-06-07_06-30,10171
2016-06-07_07-00,12847
2016-06-07_07-30,16272
2016-06-07_08-00,16822
2016-06-07_08-30,16539
2016-06-07_09-00,15347
2016-06-07_09-30,14903
2016-06-07_10-00,14252
2016-06-07_10-30,14175
2016-06-07_11-00,14254
2016-06-07_11-30,15260
2016-06-07_12-00,15433
2016-06-07_12-30,16140
2016-06-07_13-00,15832
2016-06-07_13-30,16164
2016-06-07_14-00,16320
2016-06-07_14-30,16576
2016-06-07_15-00,16304
2016-06-07_15-30,15117
2016-06-07_16-00,13977
2016-06-07_16-30,12129
2016-06-07_17-00,14358
2016-06-07_17-30,17144
2016-06-07_18-00,19850
2016-06-07_18-30,20475
2016-06-07_19-00,19648
2016-06-07_19-30,18551
2016-06-07_20-00,18286
2016-06-07_20-30,17512
2016-06-07_21-00,19936
2016-06-07_21-30,20050
2016-06-07_22-00,19592
2016-06-07_22-30,17471
2016-06-07_23-00,16344
2016-06-07_23-30,13220
2016-06-08_00-00,11152
2016-06-08_00-30,9597
2016-06-08_01-00,7942
2016-06-08_01-30,5065
2016-06-08_02-00,3707
2016-06-08_02-30,2826
2016-06-08_03-00,2287
2016-06-08_03-30,1978
2016-06-08_04-00,2035
2016-06-08_04-30,1862
2016-06-08_05-00,2208
2016-06-08_05-30,3924
2016-06-08_06-00,5795
2016-06-08_06-30,10298
2016-06-08_07-00,13110
2016-06-08_07-30,16883
2016-06-08_08-00,17176
2016-06-08_08-30,17078
2016-06-08_09-00,16040
2016-06-08_09-30,16054
2016-06-08_10-00,14621
2016-06-08_10-30,14893
2016-06-08_11-00,14890
2016-06-08_11-30,16658
2016-06-08_12-00,18594
2016-06-08_12-30,18929
2016-06-08_13-00,18709
2016-06-08_13-30,17561
2016-06-08_14-00,16277
2016-06-08_14-30,15676
2016-06-08_15-00,13971
2016-06-08_15-30,11937
2016-06-08_16-00,9883
2016-06-08_16-30,9674
2016-06-08_17-00,12174
2016-06-08_17-30,13856
2016-06-08_18-00,15286
2016-06-08_18-30,17337
2016-06-08_19-00,18325
2016-06-08_19-30,18158
2016-06-08_20-00,17562
2016-06-08_20-30,18072
2016-06-08_21-00,21040
2016-06-08_21-30,20840
2016-06-08_22-00,19494
2016-06-08_22-30,17767
2016-06-08_23-00,16780
2016-06-08_23-30,15555
2016-06-09_00-00,12983
2016-06-09_00-30,10773
2016-06-09_01-00,7705
2016-06-09_01-30,5113
2016-06-09_02-00,4103
2016-06-09_02-30,3019
2016-06-09_03-00,2375
2016-06-09_03-30,2121
2016-06-09_04-00,2392
2016-06-09_04-30,2284
2016-06-09_05-00,2485
2016-06-09_05-30,4108
2016-06-09_06-00,6081
2016-06-09_06-30,10903
2016-06-09_07-00,13287
2016-06-09_07-30,16452
2016-06-09_08-00,17228
2016-06-09_08-30,17297
2016-06-09_09-00,16368
2016-06-09_09-30,15691
2016-06-09_10-00,15033
2016-06-09_10-30,15144
